Top pages,Clicks,Impressions,CTR,Position
https://bolderelectric.com/,3,130,2.31%,12.19
https://bolderelectric.com/schedule,0,39,0%,10.56
https://bolderelectric.com/gallery,0,28,0%,5.04
https://www.bolderelectric.com/,0,13,0%,12.31
http://www.bolderelectric.com/gallery/,0,6,0%,6.17
https://bolderelectric.com/#about,0,3,0%,1
https://bolderelectric.com/#crew,0,3,0%,1
https://bolderelectric.com/#services,0,3,0%,1
http://www.bolderelectric.com/hello-world/,0,3,0%,4
